Stadt,Jahr,Wahlart,Kolumna1,Stadtteil zus.,Wahlberechtigte,Wahlberechtigte mit WS,Wähler,Wähler mit WS,Stimmen gültig,Stimmen CDU,Stimmen SPD,Stimmen Die Linke,Stimmen Grüne,Stimmen FDP,Stimmen AfD,Stimmen Piraten,Stimmen ungültig
Dresden,2017,Bundestagswahl,,99 Altfranken/Gompitz,1507,392,930,0,926,255,80,100,51,101,277,5,4
Dresden,2017,Bundestagswahl,,99 Altfranken/Gompitz,1139,221,742,0,736,184,72,79,21,83,258,1,6
Dresden,2017,Bundestagswahl,,99 Altfranken/Gompitz,881,171,633,0,629,177,49,85,14,90,195,4,4
Frankfurt am Main,2017,Bundestagswahl,,Altstadt,2222,595,1662,572,1656,435,291,216,241,252,137,8,6
Frankfurt am Main,2017,Bundestagswahl,,Innenstadt,3162,899,2136,854,2118,551,324,291,318,359,165,15,18
Frankfurt am Main,2017,Bundestagswahl,,Westend-Süd,11366,4227,9636,4044,9594,3032,1146,647,1306,2680,598,14,42
Frankfurt am Main,2017,Bundestagswahl,,Westend-Nord,5868,1804,4615,1721,4587,1317,729,432,744,1020,239,17,28
Frankfurt am Main,2017,Bundestagswahl,,Nordend-West,20089,6562,17068,6322,16983,4302,2649,2168,3414,3011,873,83,85
Frankfurt am Main,2017,Bundestagswahl,,Nordend-Ost,15315,4564,12684,4364,12607,2614,2216,2098,2981,1650,567,45,77
Frankfurt am Main,2017,Bundestagswahl,,Ostend,17390,4845,13544,4633,13440,3179,2610,1906,2508,1834,850,70,104
Frankfurt am Main,2017,Bundestagswahl,,Bornheim,19507,4968,15242,4760,15105,3352,3230,2430,2762,1641,1024,58,137
Frankfurt am Main,2017,Bundestagswahl,,Gutleut-/Bahnhofsviertel,4921,1328,3648,1263,3606,772,561,596,662,607,255,15,42
Frankfurt am Main,2017,Bundestagswahl,,Gallus,18113,4475,12471,4299,12345,3008,2238,1566,1654,2141,1176,64,126
Frankfurt am Main,2017,Bundestagswahl,,Bockenheim,22686,6286,17510,5688,17375,3911,3293,2457,3325,2618,1040,94,135
Frankfurt am Main,2017,Bundestagswahl,,Sachsenhausen-Nord,20101,6267,16320,6001,16226,4395,2585,1674,3022,3109,939,59,94
Frankfurt am Main,2017,Bundestagswahl,,Sachsenhausen-Süd,17932,5695,14127,5422,14022,4229,2442,1277,1903,2653,1063,45,105
Frankfurt am Main,2017,Bundestagswahl,,Oberrad,7499,1609,5367,1520,5292,1448,1190,592,611,648,558,33,75
Frankfurt am Main,2017,Bundestagswahl,,Niederrad,13303,3140,9416,2992,9288,2427,2079,1009,1105,1265,957,58,128
Frankfurt am Main,2017,Bundestagswahl,,Schwanheim,12374,2214,8618,2093,8453,2587,1964,739,804,938,1049,38,165
Frankfurt am Main,2017,Bundestagswahl,,Griesheim,10862,1621,6662,1507,6550,1656,1679,738,630,630,801,38,112
Frankfurt am Main,2017,Bundestagswahl,,Rödelheim,10103,2142,7392,2055,7313,1729,1551,1182,1018,781,668,51,79
Frankfurt am Main,2017,Bundestagswahl,,Hausen,3959,859,3142,1118,3093,851,712,391,413,390,238,6,49
Frankfurt am Main,2017,Bundestagswahl,,Praunheim,9697,1982,7088,1885,7000,1713,1703,885,896,736,774,27,88
Frankfurt am Main,2017,Bundestagswahl,,Heddernheim,10391,2039,7509,1923,7433,1837,1834,963,988,725,754,42,76
Frankfurt am Main,2017,Bundestagswahl,,Niederursel,9169,1680,6379,1589,6285,1646,1524,678,792,701,688,32,94
Frankfurt am Main,2017,Bundestagswahl,,Ginnheim,9824,2048,7113,1960,7027,1680,1591,990,984,866,588,28,86
Frankfurt am Main,2017,Bundestagswahl,,Dornbusch,12033,3135,9633,2988,9559,2605,1839,1129,1453,1490,718,36,74
Frankfurt am Main,2017,Bundestagswahl,,Eschersheim,9938,2560,7772,2464,7715,2129,1500,887,1212,1107,576,29,57
Frankfurt am Main,2017,Bundestagswahl,,Eckenheim,8236,1577,5780,1497,5701,1391,1372,814,700,577,527,30,79
Frankfurt am Main,2017,Bundestagswahl,,Preungesheim,8411,1634,6315,1550,6252,1634,1362,747,889,792,542,30,63
Frankfurt am Main,2017,Bundestagswahl,,Bonames,3789,663,2538,635,2502,644,580,293,305,236,320,14,36
Frankfurt am Main,2017,Bundestagswahl,,Berkersheim,2328,552,1811,539,1795,535,368,197,224,250,153,11,16
Frankfurt am Main,2017,Bundestagswahl,,Riederwald,2760,413,1871,387,1837,322,543,346,178,101,241,12,34
Frankfurt am Main,2017,Bundestagswahl,,Seckbach,6035,1337,4542,1265,4476,1268,966,496,649,523,389,20,66
Frankfurt am Main,2017,Bundestagswahl,,Fechenheim,7647,1278,4682,1194,4609,1145,1179,582,483,413,536,38,73
Frankfurt am Main,2017,Bundestagswahl,,Höchst,7074,1253,4702,1132,4635,1007,1099,676,636,421,515,38,67
Frankfurt am Main,2017,Bundestagswahl,,Nied,9757,1640,6703,1538,6578,1759,1613,690,577,668,937,38,125
Frankfurt am Main,2017,Bundestagswahl,,Sindlingen,4931,708,3284,665,3219,942,835,290,261,263,439,23,65
Frankfurt am Main,2017,Bundestagswahl,,Zeilsheim,6790,1042,4561,974,4481,1395,1089,369,351,398,650,23,80
Frankfurt am Main,2017,Bundestagswahl,,Unterliederbach,8694,1315,6027,1242,5942,1700,1431,608,598,620,692,24,85
Frankfurt am Main,2017,Bundestagswahl,,Sossenheim,8215,1281,5196,1174,5116,1546,1161,498,416,516,694,30,80
Frankfurt am Main,2017,Bundestagswahl,,Nieder-Erlenbach,3257,813,2759,790,2735,986,466,205,352,390,246,9,24
Frankfurt am Main,2017,Bundestagswahl,,Kalbach-Riedberg,10946,2378,9019,2276,8969,3013,1517,647,1151,1643,663,34,50
Frankfurt am Main,2017,Bundestagswahl,,Harheim,3279,769,2758,742,2730,925,520,203,323,357,278,3,28
Frankfurt am Main,2017,Bundestagswahl,,Nieder-Eschbach,7118,1303,5081,1218,5009,1512,1057,473,558,528,643,26,72
Frankfurt am Main,2017,Bundestagswahl,,Bergen-Enkheim,11945,2876,9428,2735,9363,2851,1873,797,1091,1416,940,26,65
Frankfurt am Main,2017,Bundestagswahl,,Frankfurter Berg,4681,890,3423,857,3379,972,743,366,402,361,379,20,44
Frankfurt am Main,2017,Bundestagswahl,,Stadt insgesamt,423717,101266,317234,96447,314000,82952,63254,37238,45890,44325,27079,1454,3234
